Num ordine;Data ordine;Nominativo;B2B;Categoria;Prodotto;Periodo consegna;MM consegna ordine;AA consegna ordine;GG consegna ordine;Prz unitario;Unità misura;Qta;Tot riga;Imponibile ordine;IVA;Spese spedizione e consegna;Tot ordine;Transazione;Data consegna ordine;Mod pag GG;Pagamento
2019-000137;28/04/2019;RagSoc-0083;RagSoc;Frutta;Ciliegie;Maggio;5;2019;16; 1,78 € ;kg;4;7,12;52,29;20%;27;89,748;Differita;16/05/2019;72;09/07/2019
2019-000139;18/05/2019;Privato-0522;Privato;Frutti di bosco;Mirtilli;Maggio;5;2019;21; 5,70 € ;kg;8;45,6;45,6;20%;1;55,72;Differita;21/05/2019;74;31/07/2019
2019-000140;11/08/2019;Privato-0167;Privato;Frutta in guscio;Semi girasole;Agosto;8;2019;16; 3,98 € ;kg;8;31,84;31,84;20%;22;60,208;Differita;16/08/2019;46;26/09/2019
2019-000141;02/09/2019;Privato-0405;Privato;Ortaggi;Carciofi;Settembre;9;2019;8; 2,34 € ;kg;19;44,46;44,46;20%;0;53,352;Differita;08/09/2019;53;25/10/2019
2019-000143;22/04/2019;Privato-0658;Privato;Ortaggi;Angurie;Aprile;4;2019;24; 20,72 € ;kg;15;310,8;310,8;20%;0;372,96;Differita;24/04/2019;17;09/05/2019
2019-000145;02/04/2019;Privato-0544;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2019;2; 0,80 € ;Confezione;13;10,4;6040,32;20%;2;7250,384;Immediata;02/04/2019;0;02/04/2019
2019-000145;08/03/2019;RagSoc-0065;RagSoc;Ortaggi;Asparagi;Aprile;4;2019;4; 2,21 € ;kg;2;4,42;6040,32;20%;54;7302,384;Differita;04/04/2019;116;02/07/2019
2019-000145;09/06/2019;Privato-0604;Privato;Cereali;Segale;Giugno;6;2019;12; 334,75 € ;t;18;6025,5;6040,32;20%;45;7293,384;Differita;12/06/2019;93;10/09/2019
2019-000146;25/06/2019;Privato-0140;Privato;Cereali;Grano tenero;Giugno;6;2019;25; 317,59 € ;t;12;3811,08;3811,08;20%;1;4574,296;Immediata;25/06/2019;0;25/06/2019
2019-000150;05/04/2019;Privato-0556;Privato;Legumi;Piselli;Aprile;4;2019;7; 64,88 € ;q;4;259,52;259,52;20%;18;329,424;Differita;07/04/2019;87;01/07/2019
2019-000151;31/03/2019;RagSoc-0076;RagSoc;Ortaggi;Angurie;Aprile;4;2019;27; 20,72 € ;kg;9;186,48;1425,836364;20%;2;1713,003636;Differita;27/04/2019;116;25/07/2019
2019-000151;01/09/2019;Privato-0086;Privato;Ulivi;Olive per frantoio;Settembre;9;2019;4; 105,48 € ;q;9;949,3363636;1425,836364;20%;22;1733,003636;Differita;04/09/2019;119;29/12/2019
2019-000151;01/04/2019;Privato-0676;Privato;Ortaggi;Zucche;Aprile;4;2019;1; 17,06 € ;kg;17;290,02;1425,836364;20%;2;1713,003636;Immediata;01/04/2019;0;01/04/2019
2019-000153;20/04/2019;Privato-0149;Privato;Ortaggi;Zucche;Aprile;4;2019;25; 17,06 € ;kg;20;341,2;341,2;20%;1;410,44;Differita;25/04/2019;27;17/05/2019
2019-000158;01/01/2019;Privato-0186;Privato;Altre piante;Piante per l'industria;Annuale;1;2019;7; 37,73 € ;Pezzo;10;377,3;403,35;20%;10;494,02;Differita;07/01/2019;68;10/03/2019
2019-000158;02/04/2019;Privato-0087;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;9; 1,31 € ;Confezione;5;6,55;403,35;20%;6;490,02;Differita;09/04/2019;44;16/05/2019
2019-000158;14/04/2019;Privato-0624;Privato;Ortaggi;Meloni;Aprile;4;2019;22; 1,50 € ;kg;13;19,5;403,35;20%;3;487,02;Differita;22/04/2019;21;05/05/2019
2019-000163;11/06/2019;Privato-0015;Privato;Cereali;Grano tenero;Giugno;6;2019;13; 317,59 € ;t;4;1270,36;1270,36;20%;24;1548,432;Differita;13/06/2019;102;21/09/2019
2019-000164;31/08/2019;Privato-0479;Privato;Ortaggi;Cavolfiori;Settembre;9;2019;3; 23,94 € ;kg;3;71,82;71,82;20%;0;86,184;Differita;03/09/2019;113;22/12/2019
2019-000165;30/07/2019;Privato-0768;Privato;Frutta in guscio;Castagne;Agosto;8;2019;7; 2,87 € ;kg;15;43,05;43,05;20%;5;56,66;Differita;07/08/2019;79;17/10/2019
2019-000167;18/02/2019;RagSoc-0035;RagSoc;Spezie piante aromatiche;Menta;Aprile;4;2019;12; 0,55 € ;Confezione;14;7,7;7,7;20%;0;9,24;Differita;12/04/2019;34;24/03/2019
2019-000168;09/07/2019;RagSoc-0041;RagSoc;Frutta in guscio;Pistacchi;Agosto;8;2019;22; 3,61 € ;kg;12;43,32;628,37;20%;13;767,044;Differita;22/08/2019;24;02/08/2019
2019-000168;29/03/2019;Privato-0506;Privato;Legumi;Fave;Aprile;4;2019;4; 117,01 € ;q;5;585,05;628,37;20%;11;765,044;Differita;04/04/2019;17;15/04/2019
2019-000169;12/05/2019;Privato-0634;Privato;Frutti di bosco;Ribes;Maggio;5;2019;12; 1,52 € ;kg;15;22,8;22,8;20%;35;62,36;Immediata;12/05/2019;0;12/05/2019
2019-000170;23/03/2019;RagSoc-0108;RagSoc;Legumi;Lenticchie;Aprile;4;2019;22; 113,58 € ;q;12;1362,96;1362,96;20%;10;1645,552;Differita;22/04/2019;66;28/05/2019
2019-000171;29/08/2019;Privato-0566;Privato;Ortaggi;Cavoli;Settembre;9;2019;10; 23,11 € ;kg;9;207,99;207,99;20%;1;250,588;Differita;10/09/2019;42;10/10/2019
2019-000173;23/04/2019;Privato-0035;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2019;30; 1,14 € ;Confezione;3;3,42;41,13;20%;7;56,356;Differita;30/04/2019;48;10/06/2019
2019-000173;27/12/2019;Privato-0290;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2020;4; 37,71 € ;Pezzo;1;37,71;41,13;20%;15;64,356;Differita;04/01/2020;79;15/03/2020
2019-000174;18/06/2019;Privato-0160;Privato;Cereali;Miglio;Giugno;6;2019;29; 322,65 € ;t;12;3871,8;4218,45;20%;4;5066,14;Differita;29/06/2019;29;17/07/2019
2019-000174;15/09/2019;Privato-0091;Privato;Ortaggi;Cavoli;Settembre;9;2019;24; 23,11 € ;kg;15;346,65;4218,45;20%;13;5075,14;Differita;24/09/2019;4;19/09/2019
2019-000175;10/09/2019;Privato-0239;Privato;Viti;Uva da tavola;Settembre;9;2019;10; 22,48 € ;q;19;427,12;448,18;20%;13;550,816;Immediata;10/09/2019;0;10/09/2019
2019-000175;09/09/2019;Privato-0185;Privato;Ortaggi;Carciofi;Settembre;9;2019;21; 2,34 € ;kg;9;21,06;448,18;20%;3;540,816;Differita;21/09/2019;45;24/10/2019
2019-000176;02/08/2019;RagSoc-0055;RagSoc;Ortaggi;Broccoli;Settembre;9;2019;15; 22,73 € ;kg;16;363,68;363,68;20%;6;442,416;Differita;15/09/2019;87;28/10/2019
2019-000179;11/07/2019;RagSoc-0065;RagSoc;Frutta in guscio;Nocciole;Agosto;8;2019;24; 4,39 € ;kg;18;79,02;79,02;20%;5;99,824;Differita;24/08/2019;87;06/10/2019
2019-000181;13/05/2019;RagSoc-0087;RagSoc;Frutta;Prugne;Maggio;5;2019;16; 4,26 € ;kg;5;21,3;114,09;20%;11;147,908;Differita;16/05/2019;87;08/08/2019
2019-000181;02/05/2019;Privato-0415;Privato;Frutta;Albicocche;Maggio;5;2019;3; 4,38 € ;kg;13;56,94;114,09;20%;4;140,908;Differita;03/05/2019;67;08/07/2019
2019-000181;18/04/2019;Privato-0254;Privato;Ortaggi;Peperoni;Aprile;4;2019;25; 2,39 € ;kg;15;35,85;114,09;20%;6;142,908;Differita;25/04/2019;111;07/08/2019
2019-000182;27/04/2019;Privato-0675;Privato;Ortaggi;Peperoni;Aprile;4;2019;27; 2,39 € ;kg;16;38,24;38,24;20%;28;73,888;Immediata;27/04/2019;0;27/04/2019
2019-000183;24/08/2019;Privato-0140;Privato;Frutta in guscio;Anacardi;Agosto;8;2019;27; 7,86 € ;kg;1;7,86;887,92;20%;34;1099,504;Differita;27/08/2019;96;28/11/2019
2019-000183;21/04/2019;Privato-0572;Privato;Legumi;Fave;Aprile;4;2019;22; 117,01 € ;q;7;819,07;887,92;20%;13;1078,504;Differita;22/04/2019;82;12/07/2019
2019-000183;04/04/2019;Privato-0307;Privato;Ortaggi;Pomodori;Aprile;4;2019;8; 2,32 € ;kg;12;27,84;887,92;20%;3;1068,504;Differita;08/04/2019;120;02/08/2019
2019-000183;02/04/2019;Privato-0328;Privato;Ortaggi;Asparagi;Aprile;4;2019;16; 2,21 € ;kg;15;33,15;887,92;20%;2;1067,504;Differita;16/04/2019;11;13/04/2019
2019-000184;26/09/2019;Privato-0704;Privato;Viti;Uva da tavola;Settembre;9;2019;26; 22,48 € ;q;17;382,16;382,16;20%;11;469,592;Immediata;26/09/2019;0;26/09/2019
2019-000185;14/08/2019;Privato-0553;Privato;Frutta in guscio;Castagne;Agosto;8;2019;19; 2,87 € ;kg;3;8,61;8,61;20%;34;44,332;Differita;19/08/2019;65;18/10/2019
2019-000186;16/12/2019;Privato-0241;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2020;3; 1,36 € ;Confezione;6;8,16;8,16;20%;4;13,792;Differita;03/01/2020;51;05/02/2020
2019-000187;01/09/2019;Privato-0676;Privato;Cereali;Orzo;Settembre;9;2019;11; 316,64 € ;t;9;2849,76;2849,76;20%;37;3456,712;Differita;11/09/2019;37;08/10/2019
2019-000189;11/04/2019;Privato-0272;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2019;11; 1,48 € ;Confezione;8;11,84;11,84;20%;2;16,208;Immediata;11/04/2019;0;11/04/2019
2019-000191;04/01/2019;Privato-0323;Privato;Altre piante;Alberi e fiori da giardino;Annuale;1;2019;8; 37,71 € ;Pezzo;18;678,78;2020,67;20%;28;2452,804;Differita;08/01/2019;120;04/05/2019
2019-000191;29/07/2019;RagSoc-0111;RagSoc;Ortaggi;Cavoli;Settembre;9;2019;18; 23,11 € ;kg;3;69,33;2020,67;20%;2;2426,804;Differita;18/09/2019;15;13/08/2019
2019-000191;24/09/2019;Privato-0009;Privato;Cereali;Farro;Settembre;9;2019;29; 318,14 € ;t;4;1272,56;2020,67;20%;13;2437,804;Differita;29/09/2019;69;02/12/2019
2019-000192;10/04/2019;Privato-0331;Privato;Legumi;Fave;Aprile;4;2019;23; 117,01 € ;q;10;1170,1;1170,1;20%;27;1431,12;Differita;23/04/2019;118;06/08/2019
2019-000193;27/08/2019;Privato-0478;Privato;Frutta;Mele cotogne;Agosto;8;2019;27; 0,90 € ;kg;11;9,9;9,9;20%;45;56,88;Immediata;27/08/2019;0;27/08/2019
2019-000194;18/08/2019;Privato-0003;Privato;Frutta in guscio;Semi girasole;Agosto;8;2019;18; 3,98 € ;kg;10;39,8;39,8;20%;25;72,76;Immediata;18/08/2019;0;18/08/2019
2019-000195;22/03/2019;RagSoc-0013;RagSoc;Frutta;Fragole;Maggio;5;2019;18; 4,94 € ;kg;13;64,22;64,22;20%;54;131,064;Differita;18/05/2019;44;05/05/2019
2019-000197;21/04/2019;Privato-0649;Privato;Ortaggi;Cicoria;Aprile;4;2019;22; 19,62 € ;kg;20;392,4;690,34;20%;0;828,408;Differita;22/04/2019;24;15/05/2019
2019-000197;23/04/2019;Privato-0558;Privato;Ortaggi;Lattuga;Aprile;4;2019;23; 13,98 € ;kg;20;279,6;690,34;20%;17;845,408;Immediata;23/04/2019;0;23/04/2019
2019-000197;28/04/2019;Privato-0390;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;28; 1,31 € ;Confezione;14;18,34;690,34;20%;4;832,408;Immediata;28/04/2019;0;28/04/2019
2019-000198;27/09/2019;Privato-0545;Privato;Cereali;Mais;Settembre;9;2019;30; 293,38 € ;t;5;1466,9;2569,86;20%;0;3083,832;Differita;30/09/2019;108;13/01/2020
2019-000198;31/03/2019;RagSoc-0012;RagSoc;Legumi;Piselli;Aprile;4;2019;14; 64,88 € ;q;17;1102,96;2569,86;20%;10;3093,832;Differita;14/04/2019;66;05/06/2019
2019-000199;04/08/2019;Privato-0269;Privato;Frutta in guscio;Pistacchi;Agosto;8;2019;4; 3,61 € ;kg;8;28,88;6297,17;20%;23;7579,604;Immediata;04/08/2019;0;04/08/2019
2019-000199;09/06/2019;Privato-0389;Privato;Cereali;Sorgo;Giugno;6;2019;11; 329,91 € ;t;19;6268,29;6297,17;20%;22;7578,604;Differita;11/06/2019;88;05/09/2019
2019-000202;29/09/2019;Privato-0257;Privato;Cereali;Mais;Settembre;9;2019;30; 293,38 € ;t;4;1173,52;1173,52;20%;6;1414,224;Differita;30/09/2019;9;08/10/2019
2019-000203;27/03/2019;RagSoc-0021;RagSoc;Legumi;Piselli;Aprile;4;2019;6; 64,88 € ;q;18;1167,84;1167,84;20%;5;1406,408;Differita;06/04/2019;111;16/07/2019
2019-000205;01/04/2019;Privato-0039;Privato;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;1; 1,31 € ;Confezione;16;20,96;64,74;20%;12;89,688;Immediata;01/04/2019;0;01/04/2019
2019-000205;28/04/2019;Privato-0464;Privato;Frutta;Ciliegie;Maggio;5;2019;1; 1,78 € ;kg;12;21,36;64,74;20%;1;78,688;Differita;01/05/2019;71;08/07/2019
2019-000205;12/04/2019;RagSoc-0024;RagSoc;Frutta;Amarene;Maggio;5;2019;28; 1,18 € ;kg;19;22,42;64,74;20%;1;78,688;Differita;28/05/2019;70;21/06/2019
2019-000217;07/09/2019;Privato-0632;Privato;Cereali;Mais;Settembre;9;2019;12; 293,38 € ;t;10;2933,8;2933,8;20%;2;3522,56;Differita;12/09/2019;40;17/10/2019
2019-000218;27/05/2019;RagSoc-0119;RagSoc;Frutta;Mele;Maggio;5;2019;31; 0,95 € ;kg;8;7,6;34,8;20%;0;41,76;Differita;31/05/2019;102;06/09/2019
2019-000218;29/01/2019;Privato-0791;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2019;29; 1,36 € ;Confezione;20;27,2;34,8;20%;3;44,76;Immediata;29/01/2019;0;29/01/2019
2019-000220;02/01/2019;Privato-0215;Privato;Erbe officinali;Erbe diverse;Annuale;1;2019;6; 62,14 € ;kg;4;248,56;248,56;20%;6;304,272;Differita;06/01/2019;31;02/02/2019
2019-000223;05/05/2019;Privato-0116;Privato;Frutti di bosco;Mirtilli;Maggio;5;2019;7; 5,70 € ;kg;3;17,1;17,1;20%;0;20,52;Differita;07/05/2019;96;09/08/2019
2019-000225;31/07/2019;RagSoc-0045;RagSoc;Frutta;Melograno;Agosto;8;2019;22; 3,28 € ;kg;10;32,8;32,8;20%;0;39,36;Differita;22/08/2019;104;12/11/2019
2019-000226;07/09/2019;Privato-0285;Privato;Viti;Uva da tavola;Settembre;9;2019;8; 22,48 € ;q;2;44,96;44,96;20%;1;54,952;Differita;08/09/2019;16;23/09/2019
2019-000229;31/03/2019;Privato-0138;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2019;3; 1,14 € ;Confezione;19;21,66;38,69;20%;23;69,428;Differita;03/04/2019;95;04/07/2019
2019-000229;10/04/2019;RagSoc-0021;RagSoc;Spezie piante aromatiche;Prezzemolo;Aprile;4;2019;16; 1,31 € ;Confezione;13;17,03;38,69;20%;8;54,428;Differita;16/04/2019;17;27/04/2019
2019-000230;18/04/2019;Privato-0470;Privato;Spezie piante aromatiche;Rosmarino;Aprile;4;2019;19; 0,80 € ;Confezione;18;14,4;25,28;20%;0;30,336;Differita;19/04/2019;58;15/06/2019
2019-000230;16/01/2019;Privato-0706;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2019;16; 1,36 € ;Confezione;8;10,88;25,28;20%;1;31,336;Immediata;16/01/2019;0;16/01/2019
2019-000231;23/04/2019;Privato-0100;Privato;Spezie piante aromatiche;Salvia;Aprile;4;2019;24; 1,14 € ;Confezione;16;18,24;18,24;20%;10;31,888;Differita;24/04/2019;36;29/05/2019
2019-000232;22/08/2019;Privato-0765;Privato;Frutta in guscio;Anacardi;Agosto;8;2019;22; 7,86 € ;kg;7;55,02;55,02;20%;10;76,024;Immediata;22/08/2019;0;22/08/2019
2019-000235;11/04/2019;RagSoc-0080;RagSoc;Legumi;Lenticchie;Aprile;4;2019;17; 113,58 € ;q;15;1703,7;1706,42;20%;8;2055,704;Differita;17/04/2019;95;15/07/2019
2019-000235;07/01/2019;Privato-0485;Privato;Spezie piante aromatiche;Alloro;Annuale;1;2019;7; 1,36 € ;Confezione;2;2,72;1706,42;20%;2;2049,704;Immediata;07/01/2019;0;07/01/2019
2019-000236;22/01/2019;Privato-0800;Privato;Altre piante;Piante d'arredo;Annuale;1;2019;23; 32,01 € ;Pezzo;14;448,14;448,14;20%;12;549,768;Differita;23/01/2019;97;29/04/2019
2019-000240;18/04/2019;Privato-0181;Privato;Spezie piante aromatiche;Menta;Aprile;4;2019;23; 0,55 € ;Confezione;10;5,5;913,82;20%;6;1102,584;Differita;23/04/2019;24;12/05/2019
2019-000240;07/04/2019;Privato-0104;Privato;Legumi;Piselli;Aprile;4;2019;8; 64,88 € ;q;14;908,32;913,82;20%;1;1097,584;Differita;08/04/2019;69;15/06/2019
2019-000241;17/03/2019;RagSoc-0106;RagSoc;Ortaggi;Angurie;Aprile;4;2019;22; 20,72 € ;kg;13;269,36;269,36;20%;64;387,232;Differita;22/04/2019;119;14/07/2019
2019-000242;26/09/2019;Privato-0694;Privato;Ortaggi;Sedano;Settembre;9;2019;26; 8,57 € ;kg;20;171,4;214;20%;3;259,8;Immediata;26/09/2019;0;26/09/2019
2019-000242;27/05/2019;Privato-0394;Privato;Frutta;Prugne;Maggio;5;2019;27; 4,26 € ;kg;10;42,6;214;20%;24;280,8;Immediata;27/05/2019;0;27/05/2019
2019-000244;04/04/2019;RagSoc-0114;RagSoc;Ortaggi;Spinaci;Aprile;4;2019;4; 5,04 € ;kg;12;60,48;60,48;20%;10;82,576;Immediata;04/04/2019;0;04/04/2019
2019-000245;15/05/2019;Privato-0684;Privato;Frutta;Prugne;Maggio;5;2019;18; 4,26 € ;kg;20;85,2;94,7;20%;4;117,64;Differita;18/05/2019;91;14/08/2019
2019-000245;28/04/2019;Privato-0533;Privato;Frutta;Mele;Maggio;5;2019;1; 0,95 € ;kg;10;9,5;94,7;20%;1;114,64;Differita;01/05/2019;56;23/06/2019
2019-000247;19/04/2019;Privato-0554;Privato;Spezie piante aromatiche;Basilico;Aprile;4;2019;20; 1,48 € ;Confezione;7;10,36;10,36;20%;20;32,432;Differita;20/04/2019;117;14/08/2019
2019-000249;19/12/2019;RagSoc-0075;RagSoc;Erbe officinali;Erbe diverse;Annuale;1;2020;1; 62,14 € ;kg;2;124,28;124,28;20%;3;152,136;Differita;01/01/2020;117;14/04/2020
2019-000250;09/05/2019;RagSoc-0047;RagSoc;Frutta;Ciliegie;Maggio;5;2019;21; 1,78 € ;kg;3;5,34;5,34;20%;2;8,408;Differita;21/05/2019;26;04/06/2019
2019-000253;22/04/2019;RagSoc-0103;RagSoc;Frutta;Amarene;Maggio;5;2019;15; 1,18 € ;kg;10;11,8;11,8;20%;45;59,16;Differita;15/05/2019;1;23/04/2019
2019-000254;16/09/2019;Privato-0632;Privato;Viti;Uva per vinificazione;Settembre;9;2019;18; 33,74 € ;q;14;472,36;472,36;20%;5;571,832;Differita;18/09/2019;46;01/11/2019
2019-000255;23/09/2019;Privato-0161;Privato;Ulivi;Olive da tavola;Settembre;9;2019;23; 94,99 € ;q;7;664,9363636;892,0963636;20%;24;1094,515636;Immediata;23/09/2019;0;23/09/2019
2019-000255;13/03/2019;RagSoc-0074;RagSoc;Legumi;Lenticchie;Aprile;4;2019;25; 113,58 € ;q;2;227,16;892,0963636;20%;0;1070,515636;Differita;25/04/2019;107;28/06/2019
2019-000256;18/04/2019;RagSoc-0116;RagSoc;Cereali;Avena;Giugno;6;2019;1; 296,56 € ;t;18;5338,08;5338,08;20%;8;6413,696;Differita;01/06/2019;116;12/08/2019
2019-000259;10/08/2019;Privato-0625;Privato;Frutta in guscio;Mandorle;Agosto;8;2019;10; 7,45 € ;kg;4;29,8;29,8;20%;12;47,76;Immediata;10/08/2019;0;10/08/2019
2019-000260;25/11/2019;RagSoc-0067;RagSoc;Altre piante;Alberi e fiori da giardino;Annuale;1;2020;20; 37,71 € ;Pezzo;18;678,78;678,78;20%;0;814,536;Differita;20/01/2020;118;22/03/2020
2019-000263;15/08/2019;Privato-0697;Privato;Frutta in guscio;Pistacchi;Agosto;8;2019;21; 3,61 € ;kg;6;21,66;21,66;20%;4;29,992;Differita;21/08/2019;90;13/11/2019
2019-000265;19/02/2019;RagSoc-0054;RagSoc;Ortaggi;Cetrioli;Aprile;4;2019;11; 12,08 € ;kg;8;96,64;96,64;20%;1;116,968;Differita;11/04/2019;23;14/03/2019
2019-000266;13/08/2019;Privato-0782;Privato;Frutta in guscio;Castagne;Agosto;8;2019;18; 2,87 € ;kg;2;5,74;23,98;20%;8;36,776;Differita;18/08/2019;22;04/09/2019
2019-000266;13/05/2019;Privato-0290;Privato;Frutti di bosco;Ribes;Maggio;5;2019;21; 1,52 € ;kg;12;18,24;23,98;20%;23;51,776;Differita;21/05/2019;8;21/05/2019
2019-000267;19/06/2019;Privato-0431;Privato;Cereali;Miglio;Giugno;6;2019;21; 322,65 € ;t;4;1290,6;1290,6;20%;0;1548,72;Differita;21/06/2019;100;27/09/2019
2019-000268;04/09/2019;Privato-0488;Privato;Ulivi;Olive da tavola;Settembre;9;2019;19; 94,99 € ;q;15;1424,863636;1424,863636;20%;3;1712,836364;Differita;19/09/2019;26;30/09/2019
2019-000270;02/04/2019;Privato-0778;Privato;Ortaggi;Peperoni;Aprile;4;2019;4; 2,39 € ;kg;16;38,24;38,24;20%;17;62,888;Differita;04/04/2019;17;19/04/2019
2019-000271;15/06/2019;Privato-0445;Privato;Cereali;Segale;Giugno;6;2019;18; 334,75 € ;t;2;669,5;973,16;20%;14;1181,792;Differita;18/06/2019;34;19/07/2019
2019-000271;23/08/2019;Privato-0374;Privato;Viti;Uva per vinificazione;Settembre;9;2019;7; 33,74 € ;q;9;303,66;973,16;20%;3;1170,792;Differita;07/09/2019;49;11/10/2019
2019-000273;29/03/2019;Privato-0022;Privato;Spezie piante aromatiche;Menta;Aprile;4;2019;10; 0,55 € ;Confezione;14;7,7;7,7;20%;3;12,24;Differita;10/04/2019;45;13/05/2019
2019-000275;06/04/2019;Privato-0387;Privato;Spezie piante aromatiche;Menta;Aprile;4;2019;6; 0,55 € ;Confezione;8;4,4;4,4;20%;51;56,28;Immediata;06/04/2019;0;06/04/2019
2019-000277;07/08/2019;Privato-0394;Privato;Frutta;Mele cotogne;Agosto;8;2019;10; 0,90 € ;kg;16;14,4;14,4;20%;2;19,28;Differita;10/08/2019;2;09/08/2019
2019-000278;16/05/2019;Privato-0289;Privato;Frutta;Prugne;Maggio;5;2019;16; 4,26 € ;kg;11;46,86;46,86;20%;10;66,232;Immediata;16/05/2019;0;16/05/2019
2019-000279;25/06/2019;Privato-0446;Privato;Cereali;Grano tenero;Giugno;6;2019;27; 317,59 € ;t;5;1587,95;1587,95;20%;8;1913,54;Differita;27/06/2019;102;05/10/2019
2019-000280;17/03/2019;RagSoc-0057;RagSoc;Ortaggi;Spinaci;Aprile;4;2019;7; 5,04 € ;kg;20;100,8;100,8;20%;50;170,96;Differita;07/04/2019;59;15/05/2019
2019-000281;10/06/2019;Privato-0355;Privato;Cereali;Sorgo;Giugno;6;2019;13; 329,91 € ;t;13;4288,83;4288,83;20%;3;5149,596;Differita;13/06/2019;27;07/07/2019
2019-000283;29/07/2019;RagSoc-0052;RagSoc;Ortaggi;Cavoli;Settembre;9;2019;6; 23,11 € ;kg;13;300,43;372,63;20%;1;448,156;Differita;06/09/2019;37;04/09/2019
2019-000283;16/08/2019;Privato-0710;Privato;Frutta in guscio;Pistacchi;Agosto;8;2019;17; 3,61 € ;kg;20;72,2;372,63;20%;0;447,156;Differita;17/08/2019;63;18/10/2019
2019-000285;15/04/2019;Privato-0668;Privato;Legumi;Piselli;Aprile;4;2019;16; 64,88 € ;q;18;1167,84;7035,44;20%;0;8442,528;Differita;16/04/2019;120;13/08/2019
2019-000285;09/09/2019;Privato-0449;Privato;Cereali;Mais;Settembre;9;2019;25; 293,38 € ;t;20;5867,6;7035,44;20%;12;8454,528;Differita;25/09/2019;120;07/01/2020
2019-000286;12/04/2019;Privato-0273;Privato;Legumi;Fave;Aprile;4;2019;12; 117,01 € ;q;8;936,08;936,08;20%;2;1125,296;Immediata;12/04/2019;0;12/04/2019
2019-000291;11/08/2019;Privato-0639;Privato;Frutta in guscio;Mandorle;Agosto;8;2019;12; 7,45 € ;kg;18;134,1;168,22;20%;4;205,864;Differita;12/08/2019;99;18/11/2019
2019-000291;10/04/2019;Privato-0695;Privato;Ortaggi;Zucche;Aprile;4;2019;10; 17,06 € ;kg;2;34,12;168,22;20%;0;201,864;Immediata;10/04/2019;0;10/04/2019
2019-000292;14/04/2019;Privato-0717;Privato;Ortaggi;Angurie;Aprile;4;2019;16; 20,72 € ;kg;9;186,48;186,48;20%;15;238,776;Differita;16/04/2019;21;05/05/2019
2019-000293;30/06/2019;Privato-0038;Privato;Cereali;Sorgo;Giugno;6;2019;30; 329,91 € ;t;20;6598,2;6939,15;20%;10;8336,98;Immediata;30/06/2019;0;30/06/2019
2019-000293;14/09/2019;Privato-0745;Privato;Ortaggi;Broccoli;Settembre;9;2019;14; 22,73 € ;kg;15;340,95;6939,15;20%;9;8335,98;Immediata;14/09/2019;0;14/09/2019
2019-000294;15/04/2019;Privato-0093;Privato;Ortaggi;Cicoria;Aprile;4;2019;19; 19,62 € ;kg;16;313,92;313,92;20%;11;387,704;Differita;19/04/2019;69;23/06/2019
2019-000295;09/09/2019;Privato-0676;Privato;Ortaggi;Cavolfiori;Settembre;9;2019;9; 23,94 € ;kg;8;191,52;426,96;20%;24;536,352;Immediata;09/09/2019;0;09/09/2019
2019-000295;29/03/2019;Privato-0654;Privato;Ortaggi;Cicoria;Aprile;4;2019;9; 19,62 € ;kg;12;235,44;426,96;20%;1;513,352;Differita;09/04/2019;5;03/04/2019
2019-000297;03/08/2019;Privato-0590;Privato;Frutta in guscio;Noci;Agosto;8;2019;6; 7,37 € ;kg;4;29,48;58,08;20%;6;75,696;Differita;06/08/2019;111;22/11/2019
2019-000297;30/04/2019;Privato-0425;Privato;Ortaggi;Peperoni;Aprile;4;2019;30; 2,39 € ;kg;4;9,56;58,08;20%;1;70,696;Immediata;30/04/2019;0;30/04/2019
2019-000297;02/05/2019;Privato-0776;Privato;Frutta;Pesche;Maggio;5;2019;7; 4,76 € ;kg;4;19,04;58,08;20%;6;75,696;Differita;07/05/2019;117;27/08/2019
2019-000298;04/04/2019;Privato-0214;Privato;Spezie piante aromatiche;Origano;Aprile;4;2019;4; 1,04 € ;Confezione;11;11,44;11,44;20%;35;48,728;Immediata;04/04/2019;0;04/04/2019
2019-000301;04/04/2019;Privato-0331;Privato;Ortaggi;Spinaci;Aprile;4;2019;8; 5,04 € ;kg;12;60,48;60,48;20%;12;84,576;Differita;08/04/2019;72;15/06/2019
2019-000303;21/05/2019;Privato-0445;Privato;Frutta;Amarene;Maggio;5;2019;21; 1,18 € ;kg;4;4,72;351,37;20%;0;421,644;Immediata;21/05/2019;0;21/05/2019
2019-000303;08/09/2019;Privato-0632;Privato;Ortaggi;Cavoli;Settembre;9;2019;8; 23,11 € ;kg;15;346,65;351,37;20%;2;423,644;Immediata;08/09/2019;0;08/09/2019
